,accuracies,losses
508,0.704361,0.416193
509,0.704882,0.239848
510,0.705342,0.269042
511,0.705625,0.506677
512,0.705887,0.480363
513,0.706206,0.382235
514,0.706699,0.303543
515,0.707093,0.342156
516,0.707505,0.348622
517,0.707954,0.369212
518,0.708285,0.341881
519,0.708615,0.469015
520,0.70881,0.576243
521,0.708889,0.678247
522,0.709063,0.55388
523,0.70937,0.475859
524,0.70981,0.282454
525,0.710266,0.235772
526,0.710626,0.418857
527,0.710852,0.538071
528,0.711096,0.521722
529,0.711264,0.722951
530,0.711507,0.410094
531,0.711786,0.495752
532,0.712176,0.373873
533,0.712603,0.305578
534,0.712991,0.305888
535,0.713228,0.581099
536,0.713594,0.354597
537,0.714015,0.307122
538,0.714323,0.394727
539,0.714556,0.538902
540,0.714714,0.55737
541,0.714963,0.44183
542,0.715359,0.275798
543,0.715717,0.31331
544,0.716037,0.306916
545,0.716319,0.438781
546,0.716673,0.28454
547,0.717062,0.271278
548,0.717377,0.383732
549,0.717455,0.723511
550,0.717804,0.35183
551,0.718116,0.345018
552,0.718481,0.293455
553,0.718791,0.392271
554,0.719171,0.321957
555,0.719586,0.30268
556,0.719964,0.307765
557,0.720233,0.434998
558,0.72059,0.335186
559,0.720982,0.204002
560,0.721373,0.303541
561,0.72169,0.287883
562,0.721954,0.432581
563,0.722216,0.387224
564,0.722442,0.509218
565,0.722809,0.238405
566,0.723069,0.459805
567,0.723433,0.238932
568,0.723726,0.356128
569,0.724105,0.280493
570,0.724431,0.436583
571,0.72479,0.231339
572,0.725026,0.41785
573,0.725279,0.409029
574,0.7256,0.308791
575,0.725833,0.427113
576,0.726066,0.476951
577,0.726298,0.499213
578,0.72658,0.314401
579,0.726897,0.285237
580,0.727212,0.325163
581,0.727594,0.234183
582,0.72801,0.185136
583,0.728339,0.275356
584,0.728667,0.283325
585,0.728959,0.327415
586,0.729319,0.257394
587,0.729643,0.238624
588,0.729983,0.277404
589,0.730424,0.093511
590,0.730863,0.151258
591,0.73125,0.159412
592,0.731551,0.31915
593,0.731717,0.517395
594,0.731983,0.339822
595,0.732399,0.144417
596,0.732764,0.276308
597,0.732943,0.640966
598,0.733389,0.083243
599,0.733583,0.424996
600,0.92,0.372943
601,0.89,0.462915
602,0.87,0.415158
603,0.8875,0.213027
604,0.888,0.36777
605,0.886667,0.476143
606,0.878571,0.545745
607,0.88,0.351556
608,0.876667,0.539013
609,0.879,0.487147
610,0.873636,0.58367
611,0.874167,0.420256
612,0.875385,0.463876
613,0.875,0.495789
614,0.878,0.284029
615,0.879375,0.416336
616,0.881765,0.369432
617,0.883889,0.277981
618,0.884737,0.272588
619,0.8885,0.247183
620,0.887619,0.444048
621,0.890455,0.256883
622,0.89,0.305432
623,0.890833,0.312804
624,0.8912,0.397282
625,0.891923,0.251287
626,0.892222,0.34994
627,0.891429,0.401739
628,0.891724,0.342662
629,0.891333,0.365392
630,0.890323,0.461381
631,0.891875,0.276582
632,0.891515,0.341144
633,0.892647,0.358226
634,0.893429,0.250105
635,0.893333,0.394082
636,0.892162,0.375779
637,0.892368,0.459554
638,0.893846,0.285818
639,0.895,0.244173
640,0.895366,0.376716
641,0.894524,0.488862
642,0.895116,0.305469
643,0.895682,0.308272
644,0.895778,0.295236
645,0.896304,0.276682
646,0.895957,0.409842
647,0.895833,0.36926
648,0.89551,0.277744
649,0.8958,0.445683
650,0.895882,0.371451
651,0.894038,0.6048
652,0.894906,0.29021
653,0.89463,0.446114
654,0.895455,0.222419
655,0.895536,0.343039
656,0.895088,0.362372
657,0.895,0.330948
658,0.894915,0.392394
659,0.896,0.256751
660,0.896721,0.226847
661,0.897258,0.260445
662,0.896667,0.318538
663,0.897656,0.228248
664,0.897385,0.413623
665,0.897879,0.216136
666,0.898209,0.301926
667,0.898823,0.24717
668,0.898261,0.445972
669,0.898143,0.39542
670,0.898028,0.465144
671,0.898056,0.391217
672,0.896438,0.591243
673,0.896216,0.437314
674,0.8964,0.277463
675,0.896579,0.331303
676,0.896623,0.360009
677,0.896282,0.407268
678,0.895823,0.47142
679,0.895375,0.39087
680,0.895679,0.265643
681,0.895244,0.427276
682,0.894458,0.642149
683,0.894881,0.306929
684,0.894706,0.500635
685,0.895233,0.253274
686,0.894598,0.546196
687,0.89375,0.761312
688,0.892809,0.59782
689,0.893,0.410606
690,0.893407,0.286766
691,0.893696,0.344425
692,0.893333,0.451979
693,0.893085,0.38549
694,0.893263,0.434569
695,0.893229,0.353177
696,0.893299,0.283637
697,0.893367,0.360818
698,0.893434,0.284009
699,0.8941,0.228514
700,0.89396,0.340017
701,0.894314,0.290001
702,0.893495,0.556374
703,0.894231,0.188465
704,0.894762,0.241816
705,0.895094,0.211724
706,0.895421,0.221611
707,0.895,0.481031
708,0.895505,0.258338
709,0.895818,0.321814
710,0.896396,0.239426
711,0.896786,0.272429
712,0.896637,0.415542
713,0.896754,0.275938
714,0.89687,0.285951
715,0.896552,0.569627
716,0.896239,0.491298
717,0.895763,0.573307
718,0.895798,0.343134
719,0.89625,0.285468
720,0.896364,0.322011
721,0.896475,0.352063
722,0.896504,0.333858
723,0.896613,0.395249
724,0.89616,0.395374
725,0.895714,0.596736
726,0.895354,0.69391
727,0.895234,0.392933
728,0.895271,0.295795
729,0.895077,0.460135
730,0.894351,0.631208
731,0.894091,0.470134
732,0.894436,0.259017
733,0.894552,0.345708
734,0.894963,0.247357
735,0.895294,0.218789
736,0.895255,0.407912
737,0.895145,0.417958
738,0.895036,0.371173
739,0.894357,0.560328
740,0.894397,0.419806
741,0.894085,0.543596
742,0.893636,0.462694
743,0.893056,0.650668
744,0.89331,0.294332
745,0.893014,0.464331
746,0.892449,0.583926
747,0.892027,0.680907
748,0.891678,0.459649
749,0.891867,0.259217
750,0.892119,0.247591
751,0.892039,0.52898
752,0.892092,0.331962
753,0.892338,0.276213
754,0.892581,0.336364
755,0.892628,0.324186
756,0.892994,0.258663
757,0.892342,0.559113
758,0.89195,0.495656
759,0.891875,0.442409
760,0.891615,0.476118
761,0.891728,0.275573
762,0.891718,0.317249
763,0.892012,0.282068
764,0.892182,0.322224
765,0.89241,0.352475
766,0.892335,0.418056
767,0.892262,0.392115
768,0.892071,0.369616
769,0.892,0.388334
770,0.89193,0.402544
771,0.89186,0.349624
772,0.891734,0.4406
773,0.892069,0.204547
774,0.892057,0.391579
775,0.891761,0.524133
776,0.891751,0.418544
777,0.891405,0.419477
778,0.891341,0.435643
779,0.891444,0.277684
780,0.891602,0.333961
781,0.891923,0.212002
782,0.892131,0.244804
783,0.892391,0.260285
784,0.892216,0.388055
785,0.892473,0.349452
786,0.89262,0.273669
787,0.892819,0.304539
788,0.892963,0.308867
789,0.893053,0.247661
790,0.893089,0.427566
791,0.893021,0.364655
792,0.893161,0.361081
793,0.893247,0.319993
794,0.893333,0.232839
795,0.893112,0.448589
796,0.893503,0.181758
797,0.893939,0.160389
798,0.89407,0.354507
799,0.89395,0.341998
800,0.893831,0.439429
801,0.893911,0.396134
802,0.893892,0.334446
803,0.894167,0.277564
804,0.894341,0.180787
805,0.894272,0.369413
806,0.894155,0.369065
807,0.89399,0.499801
808,0.893971,0.382768
809,0.893952,0.572399
810,0.894076,0.37134
811,0.894151,0.333125
812,0.894366,0.215767
813,0.894439,0.356934
814,0.894512,0.228484
815,0.894537,0.369056
816,0.8947,0.295296
817,0.894908,0.206545
818,0.895251,0.167932
819,0.895364,0.332941
820,0.89552,0.253766
821,0.89527,0.426254
822,0.895292,0.399577
823,0.895536,0.187949
824,0.895156,0.471623
825,0.894646,0.64338
826,0.89467,0.356998
827,0.894561,0.29125
828,0.894629,0.245085
829,0.89487,0.174711
830,0.894805,0.407272
831,0.894828,0.372562
832,0.894893,0.263547
833,0.895043,0.294371
834,0.894979,0.327794
835,0.895,0.305565
836,0.895021,0.363759
837,0.894916,0.413038
838,0.894812,0.396483
839,0.894958,0.351448
840,0.894979,0.281117
841,0.895124,0.251883
842,0.894815,0.49466
843,0.894918,0.279907
844,0.894816,0.387679
845,0.894797,0.374649
846,0.894696,0.449308
847,0.894395,0.581354
848,0.894418,0.291956
849,0.89428,0.44059
850,0.894303,0.293572
851,0.894365,0.322075
852,0.894308,0.284025
853,0.894291,0.362135
854,0.894353,0.251957
855,0.894531,0.274972
856,0.894591,0.28797
857,0.894612,0.312322
858,0.894633,0.367237
859,0.894692,0.320532
860,0.894751,0.25079
861,0.894924,0.183476
862,0.895057,0.301528
863,0.895038,0.517906
864,0.895019,0.397659
865,0.894962,0.383197
866,0.894981,0.536765
867,0.894664,0.559775
868,0.89461,0.459623
869,0.894778,0.242573
870,0.894834,0.241141
871,0.894669,0.556798
872,0.894652,0.361516
873,0.894672,0.260599
874,0.894727,0.345783
875,0.894855,0.28757
876,0.894729,0.407713
877,0.89464,0.393517
878,0.894767,0.281051
879,0.894893,0.238151
880,0.895089,0.158184
881,0.895106,0.38576
882,0.895194,0.287039
883,0.895141,0.479821
884,0.895298,0.239734
885,0.895455,0.326746
886,0.895226,0.582217
887,0.895347,0.2986
888,0.895433,0.226357
889,0.895483,0.328203
890,0.895498,0.378011
891,0.895342,0.47912
892,0.895461,0.335033
893,0.895476,0.381567
894,0.895492,0.300804
895,0.895439,0.321958
896,0.895556,0.274064
897,0.895537,0.440835
898,0.895318,0.496596
899,0.8951,0.54336
900,0.89495,0.363843
901,0.894834,0.511625
902,0.894983,0.313875
903,0.895066,0.263746
904,0.894951,0.342188
905,0.894935,0.357543
906,0.894788,0.546141
907,0.89487,0.311704
908,0.894725,0.455285
909,0.894774,0.351572
910,0.894823,0.350447
911,0.894808,0.532201
912,0.894792,0.377976
913,0.894586,0.611814
914,0.894571,0.391266
915,0.894652,0.275066
916,0.894511,0.421543
917,0.894403,0.549547
918,0.894357,0.296591
919,0.894344,0.297966
920,0.894299,0.383595
921,0.894193,0.468037
922,0.894118,0.484045
923,0.893827,0.502192
924,0.893631,0.48354
925,0.893528,0.328245
926,0.893639,0.280215
927,0.893659,0.416733
928,0.89383,0.326713
929,0.893939,0.293671
930,0.893897,0.356462
931,0.893976,0.25862
932,0.894024,0.366994
933,0.893922,0.42513
934,0.894,0.3029
935,0.894077,0.318736
936,0.894214,0.199805
937,0.894231,0.309929
938,0.894395,0.157463
939,0.894559,0.155188
940,0.894633,0.323519
941,0.894795,0.235821
942,0.894927,0.178969
943,0.895,0.278113
944,0.894957,0.450407
945,0.894855,0.448556
946,0.894784,0.408282
947,0.894799,0.373386
948,0.894642,0.503157
949,0.894629,0.356652
950,0.894758,0.231341
951,0.89483,0.284287
952,0.894929,0.330196
953,0.895028,0.256218
954,0.894901,0.368983
955,0.894972,0.22691
956,0.894846,0.435582
957,0.894916,0.250173
958,0.895042,0.233896
959,0.895056,0.291653
960,0.895042,0.379466
961,0.895055,0.321003
962,0.895124,0.201726
963,0.895247,0.210245
964,0.89526,0.412117
965,0.895383,0.226713
966,0.895613,0.156303
967,0.895598,0.371553
968,0.895637,0.34707
969,0.89573,0.204616
970,0.895606,0.377617
971,0.895538,0.433086
972,0.895442,0.393949
973,0.895294,0.624987
974,0.895093,0.608696
975,0.894947,0.478504
976,0.894987,0.232682
977,0.895026,0.323484
978,0.895119,0.312418
979,0.895132,0.343904
980,0.895144,0.291647
981,0.895314,0.207199
982,0.895274,0.373664
983,0.895234,0.360621
984,0.895351,0.182911
985,0.895285,0.513884
986,0.895142,0.446117
987,0.895155,0.314673
988,0.895321,0.173874
989,0.895462,0.215297
990,0.895575,0.202526
991,0.895587,0.289172
992,0.895598,0.296351
993,0.895431,0.608961
994,0.895392,0.447155
995,0.89548,0.278441
996,0.895542,0.350772
997,0.895653,0.345911
998,0.895589,0.379136
999,0.8956,0.423334
1000,0.895586,0.284457
1001,0.895622,0.265666
1002,0.895658,0.290632
1003,0.895767,0.272555
1004,0.895778,0.328388
1005,0.895739,0.343254
1006,0.895799,0.296238
1007,0.895907,0.272147
1008,0.896039,0.21237
1009,0.896146,0.241893
1010,0.89618,0.378781
1011,0.896335,0.220062
1012,0.896223,0.472534
1013,0.896159,0.402202
1014,0.896048,0.475982
1015,0.895938,0.421176
1016,0.895947,0.267388
1017,0.895957,0.337826
1018,0.896014,0.251075
1019,0.896048,0.315999
1020,0.896105,0.317553
1021,0.896043,0.428767
1022,0.896028,0.327074
1023,0.895873,0.465908
1024,0.895859,0.533739
1025,0.895869,0.463528
1026,0.895902,0.28504
1027,0.895888,0.410728
1028,0.895897,0.410469
1029,0.895767,0.463272
1030,0.895684,0.387213
1031,0.895694,0.256288
1032,0.895727,0.365401
1033,0.895853,0.157017
1034,0.895885,0.198258
1035,0.89594,0.30043
1036,0.896018,0.294071
1037,0.89605,0.294214
1038,0.895968,0.41133
1039,0.895977,0.380129
1040,0.896054,0.234773
1041,0.895928,0.424635
1042,0.895982,0.385929
1043,0.895991,0.41292
1044,0.896,0.381035
1045,0.896099,0.211959
1046,0.896219,0.167782
1047,0.89625,0.29895
1048,0.896147,0.495943
1049,0.896089,0.356775
1050,0.895987,0.506167
1051,0.895996,0.34115
1052,0.896026,0.278039
1053,0.896145,0.212053
1054,0.896044,0.436573
1055,0.896075,0.357903
1056,0.896039,0.34541
1057,0.896026,0.319305
1058,0.895991,0.45567
1059,0.896022,0.348354
1060,0.895965,0.417408
1061,0.895996,0.348399
1062,0.89594,0.48392
1063,0.895841,0.445481
1064,0.895763,0.382079
1065,0.895858,0.226668
1066,0.895846,0.271409
1067,0.89594,0.270476
1068,0.896055,0.220121
1069,0.896106,0.263391
1070,0.896072,0.287475
1071,0.896144,0.249441
1072,0.896025,0.389729
1073,0.896013,0.348197
1074,0.896,0.37089
1075,0.896029,0.326365
1076,0.895996,0.421841
1077,0.895983,0.292215
1078,0.896075,0.189482
1079,0.896,0.442005
1080,0.896071,0.252228
1081,0.896141,0.213623
1082,0.896211,0.200027
1083,0.896136,0.511757
1084,0.896268,0.137886
1085,0.896317,0.301682
1086,0.896427,0.243844
1087,0.896516,0.171274
1088,0.896605,0.229651
1089,0.89651,0.458624
1090,0.896415,0.590519
1091,0.896382,0.312083
1092,0.896369,0.359556
1093,0.896417,0.218889
1094,0.896364,0.422426
1095,0.89619,0.612745
1096,0.896197,0.467171
1097,0.896345,0.220785
1098,0.896273,0.547477
1099,0.89626,0.364005
1100,0.896287,0.347499
1101,0.896295,0.250962
1102,0.896262,0.430423
1103,0.896131,0.603629
1104,0.896158,0.527948
1105,0.896186,0.425157
1106,0.896174,0.361526
1107,0.896122,0.391013
1108,0.896149,0.271399
1109,0.896314,0.140514
1110,0.896419,0.19086
1111,0.896367,0.354211
1112,0.896277,0.377858
1113,0.896303,0.271586
1114,0.896388,0.222421
1115,0.896453,0.253203
1116,0.896557,0.248174
1117,0.896622,0.292717
1118,0.896667,0.212562
1119,0.896635,0.413472
1120,0.896526,0.488088
1121,0.896418,0.520692
1122,0.896329,0.402698
1123,0.896317,0.412539
1124,0.896419,0.193894
1125,0.896502,0.173004
1126,0.896565,0.338158
1127,0.896534,0.40095
1128,0.896484,0.466558
1129,0.896377,0.677758
1130,0.896384,0.304042
1131,0.896372,0.37256
1132,0.896454,0.280598
1133,0.896573,0.22355
1134,0.896692,0.215405
1135,0.896623,0.470276
1136,0.896629,0.257435
1137,0.89671,0.229649
1138,0.896716,0.335772
1139,0.896648,0.453936
1140,0.896543,0.428959
1141,0.89655,0.34652
1142,0.89663,0.204689
1143,0.896746,0.233028
1144,0.896789,0.21965
1145,0.896758,0.354685
1146,0.896819,0.22533
1147,0.896916,0.187123
1148,0.89694,0.320228
1149,0.896782,0.523541
1150,0.89686,0.279378
1151,0.896902,0.296675
1152,0.896998,0.200128
